ドルセデレチェ,dulce de leche,dessert created by heating sweetened milk to caramelize its sugar,
ドルチェ,dessert,sweets,cake
ドルチェット,Dolcetto,,
ドルチッシモ,dolcissimo,,
ドルビーサラウンド,Dolby surround,,
ドルビーデジタル,Dolby Digital,,
ドルフィン,dolphin,,
ドルフィンキック,dolphin kick,,
ドルペッグ,dollar peg,being pegged to the dollar,
ドルマン,dolman,,
ドルマンスリーブ,dolman sleeve,,
ドルメン,dolmen,,
ドルユーザンス,dollar usance,,
ドルラル,dollar,,
ドルヲタ,,,
ドルンフェルダー,Dornfelder,,
ドレイン,drain,,
ドレインチェリー,drained maraschino cherry,,
ドレス,dress,,
ドレスアップ,dressing up,wearing fancy clothes,
ドレスウオッチ,dress watch,,
ドレスコード,dress code,,
ドレスシャツ,dress shirt,,
ドレススーツ,dress suit,,
ドレスダウン,dress down,,
ドレスフォーム,dress form,,
ドレスメーカー,dressmaker,,
ドレスメーキング,dressmaking,,
ドレッサー,dresser,,
ドレッサージュ,dressage,,
ドレッシング,dressing,putting on clothes,
ドレッシングルーム,dressing room,,
ドレッシー,dressy,,
ドレッジャー,dredger,,
ドレッドノート,dreadnought,,
ドレッドヘア,dreadlocks,,
ドレッドロックス,dreadlocks,,
ドレナージ,drainage,,
ドレナージュ,drainage,,
ドレペ,dressing paper,,
ドレミファ,solfa syllables,,
ドレメ,dressmaker,,
ドレライト,dolerite,diabase,
ドレン,drain,,
ドレンチェリー,drained maraschino cherry,,
ドレンチャー,drencher,,
ドレーピング,draping,,
ドレープ,drape,,
ドレーン,drain,,
ドレーンコック,drain cock,,
ドレーンチェリー,drained maraschino cherry,,
ドロア,drawer,,
ドロガメ,Chinese soft-shelled turtle,mud turtle,musk turtle
ドロケイ,cops and robbers,,
ドロケー,cops and robbers,,
ドロスト,drawstring,drawstrings,
ドロップ,drop,,
ドロップアウト,dropout,,
ドロップアウトカラー,drop-out colour,,
ドロップイン,drop-in,,
ドロップキック,drop-kick,,
ドロップケーブル,drop cable,,
ドロップゴール,drop goal,,
ドロップシッピング,drop shipping,,
ドロップショット,drop shot,,
ドロップショルダー,drop shoulder,,
ドロップダウンコンボボックス,drop-down combo box,,
ドロップダウンメニュー,drop down menu,,
ドロップダウンリストボックス,drop-down list box,,
ドロップディレクトリ,drop directory,,
ドロップハンドル,drop handle,,
ドロップハンマー,drop hammer,,
ドロップフォルダ,drop folder,,
ドロップボレー,drop volley,,
ドロドロ,rumbling,booming,
ドロドロ,thick,viscous,mushy
ドロノキ,Japanese poplar,,
ドロバチ,potter wasp,mason wasp,
ドロボー,thief,burglar,robber
ドロマイト,dolomite,,
ドロメ,gluttonous goby,,
ドロヤナギ,Japanese poplar,,
ドロレス,mud wrestling,,
ドロワ,drawers,knickers,bloomers
ドロワース,drawers,knickers,bloomers
ドロワーズ,drawers,knickers,bloomers
ドロン,absconding,taking oneself off,slipping out
ドロンケン,drunk,,
ドロンゲーム,drawn game,,
ドロンワーク,drawnwork,,
ドロー,draw,,
ドローイング,drawing,,
ドローイングソフトウェア,drawing software,,
ドローイングプログラム,drawing program,,
ドローイングペーパー,drawing paper,,
ドローイングボード,drawing board,,
ドローストリング,drawstring,,
ドローソフト,draw software,,
ドローソフトウェア,drawing software,,
ドローボール,draw ball,,
ドローン,drone,unmanned aircraft,
ドローンゲーム,drawn game,,
ドローンワーク,drawnwork,,
ドワーフ,dwarf,,
ドワーフグラミー,dwarf gourami,,
ドワーフスネークヘッド,dwarf snakehead,,
ドン,Don,dong,
ドン,bang,bam,boom
ドンキー,donkey,,
ドングリ,acorn,,
ドングリカボチャ,acorn squash,,
ドングリキツツキ,acorn woodpecker,,
ドングル,dongle,,
ドンコ,dark sleeper,,
ドンゴロス,dungarees,,
ドンジャラ,donjara,ponjan,simplified children's version of mahjong
ドンタク,Sunday,,
ドンドン,drumming,beating,pounding
ドンパチ,sound of pistol fire,sound of exploding gunpowder,exchange of
ドンビキ,drawing away from someone because of their speech or actions,having the mood ruined,zooming out or backing the camera away to get a wider image
ドンピシャ,right on,dead on,fitting to a T
ドンピシャリ,right on,dead on,fitting to a T
ドンファン,Don Juan,womanizer,libertine
ドンポーロウ,Dongpo pork,Chinese pan-fried red-cooked pork squares,
ドンポーロー,Dongpo pork,Chinese pan-fried red-cooked pork squares,
ドンマイ,don't worry about it,never mind,that's OK
ドーアップ,close-up,,
ドーク,dawk,,
ドーサ,dosa,,
ドーサイ,dosa,,
ドージェ,doge,,
ドータカード,daughter card,,
ドータボード,daughter board,,
ドーターカード,daughter card,,
ドーターボード,daughter board,,
ドードー,dodo,,
ドードー,with a roaring sound,sound of feet stamping on the ground,whoa!
ドーナッツ,doughnut,donut,
ドーナツ,doughnut,donut,
ドーハラウンド,Doha Round,,
ドーパミン,dopamine,,
ドーピング,doping,,
ドーピングコントロール,doping control,,
ドーピングテスト,drug test,dope test,
ドープ,dope,doping,
ドープチェック,dope check,,
ドーベルマン,Doberman,,
ドーベルマンピンシェル,Dobermann Pinscher,,
ドーマー,dormer,,
ドーマーウインドー,dormer window,,
ドーミトリー,dormitory,dorm,residence hall
ドーミー,dormie,dormy,
ドーミーホール,dormie hole,,
ドーム,dome,,
ドームズデー,doomsday,domesday,
ドーラン,greasepaint,,
ドーリア,pilaf topped with bechemal or other cheese-based sauce, then oven baked,casserole dish dedicated to the Doria family, often with green, white and red colours,
ドール,doll,dhole,Indian wild dog
ドールキュー,dole queue,,
ドールハウス,dollhouse,,
ドーン,bang,whump,boom
ナイアシン,niacin,,
ナイアス,Naiad,,
ナイアド,Naiad,,
ナイアード,Naiad,,
ナイキストフィルタ,Nyquist filter,,
ナイキハーキュリーズ,Nike Hercules,,
ナイジェリア,Nigeria,,
ナイス,nice,good,well-executed
ナイスガイ,nice guy,,
ナイスショット,nice shot,,
ナイスジョーク,nice joke,,
ナイスチョイス,nice choice,,
ナイスバディ,attractive body,nice-looking body,
ナイスバディー,attractive body,nice-looking body,
ナイスボディ,attractive body,nice-looking body,
ナイスボディー,attractive body,nice-looking body,
ナイスミディ,charming middle-aged woman,,
ナイスミドル,attractive middle-aged man,,
ナイズ,-nize,-nise,
ナイター,game under lights,night game,
ナイチチ,very small breasts,,
ナイチンゲール,nightingale,,
ナイティー,nightie,,
ナイト,night,knight,
ナイトウェア,nightwear,,
ナイトウエア,nightwear,,
ナイトガウン,nightgown,,
ナイトキャップ,nightcap,,
ナイトクラス,night class,,
ナイトクラブ,nightclub,,
ナイトクリーム,night cream,,
ナイトゲーム,night game,,
ナイトショー,night show,,
ナイトスポット,night spot,,
ナイトダイブ,night dive,,
ナイトテーブル,night table,bedside table,
ナイトドレス,nightdress,nightgown,
ナイトブラ,night bra,sleep bra,
ナイトプール,swimming pool that is open at night,,
ナイトホスピタル,night hospital,,
ナイトマーケット,night market,,
ナイトメア,nightmare,,
ナイトラッチ,night latch,,
ナイトルースト,night roost,night roosting,
ナイトロジェンマスタード,nitrogen mustard,,
ナイトロックス,nitrox,any nitrogen-oxygen gas mix,
ナイトロミン,nitromin,,
ナイフ,knife,,
ナイフエッジ,knife edge,,
ナイフフィッシュ,knifefish,,
ナイフプリーツ,knife pleat,one-way pleat,unidirectional pleat
ナイフリッジ,knife ridge,,
ナイホク,cutlery,knife and fork,
ナイラッチ,nylon latch,,
ナイル,Nile,,
ナイルアロワナ,African arowana,,
ナイルオオトカゲ,Nile monitor,water leguaan,
ナイルグリーン,Nile green,,
ナイルティラピア,Nile tilapia,,
ナイルパーチ,Nile perch,African snook,Capitaine
ナイルモニター,Nile monitor,water leguaan,
ナイルワニ,Nile crocodile,,
ナイロン,nylon,,
ナイロンストッキング,nylons,nylon stockings,
ナイン,nine,team,players on a team
ナインスパインバットフィッシュ,ninespine batfish,,
ナイーブ,innocent,sensitive,uncomplicated
ナウ,now,"in",trendy
ナウキャスト,nowcast,prediction of the very near future,
ナウナウイズム,now-now-ism,being interested only in the here and now without any regard for the future,
ナウマンゾウ,Palaeoloxodon naumanni,,
ナウル,Nauru,,
ナオン,woman,,
ナガイモ,Chinese yam,,
ナガコショウ,Indian long pepper,longpepper,
ナガコンブ,Laminaria longissima,,
ナガサキ,Nagasaki,atomic bombing of Nagasaki,
ナガサキアゲハ,Great Mormon,,
ナガサキトラザメ,blackspotted catshark,,
ナガシメベニハゼ,Trimma kudoi,,
ナガスクジラ,fin whale,finback,razorback whale
ナガテングハギモドキ,elongate unicornfish,,
ナガニザ,brown surgeonfish,,
ナガニシ,perplexed spindle,,
ナガハナメジロザメ,night shark,,
ナガヘラザメ,flathead catshark,,
ナキウサギ,pika,,
ナギ,nagi,,
ナギイカダ,butcher's broom,,
ナギモドキ,agathis,kauri,dammar
ナク,NaK,,
ナゲット,nugget,,
ナサ,National Aeronautics and Space Administration,NASA,
ナシ,nashi,Japanese pear,Asian pear
ナシゴレン,nasi goreng,Indonesian fried rice,
ナシフグ,pear puffer,,
ナシュプロ,national project,,
ナショナリスト,nationalist,,
ナショナリズム,nationalism,,
ナショナリゼーション,nationalization,nationalisation,
ナショナリティー,nationality,,
ナショナル,national,,
ナショナルアイデンティティー,national identity,,
ナショナルアトラス,national atlas,,
ナショナルアド,national ad,,
ナショナルインタレスト,national interest,,
ナショナルキャラクター,national character,,
ナショナルゲーム,national game,,
ナショナルコスチューム,national costume,,
ナショナルコンセンサス,national consensus,,
ナショナルコンベンション,national convention,,
ナショナルステートメント,statement by the government,national statement,
ナショナルスト,nationalist,,
ナショナルセキュリティー,national security,,
ナショナルセンター,national center of trade unions,national centre of trade unions,
ナショナルチェーン,national chain,,
ナショナルチーム,national team,,
ナショナルトラスト,National Trust,,
ナショナルバンク,national bank,,
ナショナルパーク,national park,,
ナショナルブランド,national brand,,
ナショナルプレステージ,national prestige,,
ナショナルプロジェクト,national project,,
ナショナルプロダクト,national product,,
ナショナルホリデー,national holiday,,
ナショナルミニマム,national minimum,,
ナショナルリーグ,National League,,
ナス,eggplant,aubergine,
ナスタチウム,nasturtium,,
ナスタースキー,National Standard Race ski,NASTAR ski,
ナスターチウム,nasturtium,,
ナスダック,National Association of Securities Dealers Automated Quotations,NASDAQ,
ナスダックジャパン,Nasdaq Japan,,
ナスティグラム,nastygram,,
ナスビ,eggplant,aubergine,
ナズナ,shepherd's purse,,
ナセル,nacelle,,
ナタ,nata hatchet,traditional Japanese edged tool with short handle and wide blade,
ナタデココ,nata de coco,coconut gel,
ナタネナ,rape,,
ナタマメ,sword bean,,
ナタル,Christmas,Nativity,
ナタールサージャント,Natal sergeant,,
ナタールトビー,Natal toby,,
ナチ,Nazi,Nationalsozialist,
ナチス,Nazi,Nationalsozialist,
ナチズム,Nazism,national socialism,
ナチュラライズ,naturalize,naturalise,
ナチュラリスティック,naturalistic,,
ナチュラリスト,naturalist,,
ナチュラリズム,naturalism,,
ナチュラリゼーション,naturalization,naturalisation,
ナチュラル,natural,,
ナチュラルウェーブ,natural wave,,
ナチュラルカラー,natural color,natural colour,
ナチュラルグリップ,natural grip,,
ナチュラルサイエンス,natural science,,
ナチュラルセレクション,natural selection,,
ナチュラルターン,natural turn,,
ナチュラルチーズ,natural cheese,,
ナチュラルトーン,natural tone,,
ナチュラルヒストリー,natural history,,
ナチュラルフーズ,natural foods,,
ナチョ,nacho,,
ナチョス,nachos,,
ナック,NaK,,
ナック,negative acknowledgement,NAK,
ナックル,knuckle,knuckleball,
ナックルガード,knuckle guard,,
ナックルパート,knuckle part,,
ナックルフォア,knuckle four,,
ナックルボール,knuckleball,,
ナッシュ,gnash,,
ナッシュビル,Nashville,,
ナッシング,nothing,,
ナッチョ,nacho,,
ナッツ,nuts,,
ナッツアレルギー,nut allergy,,
ナッツメッグ,nutmeg,,
ナット,nut,,nat
ナットオイル,nut oil,,
ナットクラッカー,nutcracker,,
ナッド,nicotinamide adenine dinucleotide,,
ナップ,nappe,,
ナップサック,knapsack,rucksack,backpack
ナップザック,knapsack,rucksack,backpack
ナッペ,nappe,,
ナツエビネ,Calanthe reflexa,,
ナツグミ,goumi,cherry silverberry,
ナツツバキ,Japanese stewartia,,
ナツハゼ,oldham blueberry,,
ナツヒメ,cerrado pineapple,natsuhime,
ナツフジ,Milettia japonica,,
ナツミカン,Chinese citron,bitter summer orange,
ナツメ,jujube,Chinese date,red date
ナツメグ,nutmeg,,
ナツメヤシ,date palm,date,
ナツメロ,nostalgic song,golden oldie,
ナツラ,nature,,
ナツーラ,nature,,
ナデシコ,pink,lovable, caressable girl,
ナトリウム,sodium,,
ナトリウムアマルガム,sodium amalgam,,
ナトリウムランプ,sodium vapor lamp,,
ナトー,North Atlantic Treaty Organization,NATO,
ナナカマド,Japanese rowan,,
ナナツオビアルマジロ,seven-banded armadillo,,
ナナハン,750cc motorcycle,,
ナナフシ,walking stick,walkingstick,stick insect
ナナホシテントウ,seven-spot ladybird,seven-spotted ladybug,
ナニワイバラ,Cherokee rose,,
ナヌカザメ,blotchy swell shark,,
ナノ,nano-,10^-9,
ナノグラフェン,nanographene,,
ナノサイズ,nanosize,nanosized,
ナノセカンド,nanosecond,billionth of a second,ns
ナノセック,nanosecond,billionth of a second,ns
ナノチューブ,nanotube,,
ナノテク,nanotech,nanotechnology,
ナノテクノロジー,nanotechnology,,
ナノバイオ,nanobiology,,
ナノバイオロジー,nanobiology,,
ナノメータ,nanometer,,
ナノメートル,nanometer,,
ナバホ,Navaho,,
ナバホー,Navaho,,
ナバラン,navarin,,
ナパーム,napalm,,
ナビ,navigator,,
ナビ,prophet of Islam,,
ナビゲーション,navigation,,
ナビゲーションシステム,navigation system,,
ナビゲータ,navigator,,
ナビゲーター,navigator,,
ナビゲート,navigation,,
ナビダイヤル,Navi Dial,0570 service,
ナビー,prophet of Islam,,
ナフキン,,serviette,sanitary napkin
ナフサ,naphtha,,
ナフタ,naphtha,North American Free Trade Agreement,NAFTA
ナフタリン,Naphthalin,,
ナフタレン,Naphthalin,,
ナフテン,naphthene,,
ナフトル,naphthol,,
ナフトール,naphthol,,
ナブスター,Navstar,,
ナプキン,,serviette,sanitary napkin
ナプス,Numerical Analysis and Prediction System,NAPS,
ナプルプス,NAPLPS,,
ナベカ,Omobranchus elegans,,
ナベコウ,black stork,,
ナベヅル,hooded crane,,
ナポリタン,Naporitan,Napolitan,Japanese spaghetti dish made with ketchup
ナポレオン,Napoleon,napoleon,
ナマケグマ,sloth bear,,
ナマケモノ,sloth,,
ナマコ,sea cucumber,,
ナマズ,catfish,earthquake,
ナマハゲ,namahage,folklore demons of the Oga Peninsula,
ナマポ,livelihood protection,public assistance,welfare
ナミアゲハ,citrus swallowtail,,
ナミエガエル,Namiye's frog,,
ナミガイ,Japanese geoduck,,
ナミシュモクザメ,smalleye hammerhead,,
ナミダクロハギ,Japan surgeonfish,,
ナミダタケ,Serpula lacrymans,,
ナミハリネズミ,European hedgehog,common hedgehog,
ナミビア,Namibia,,
ナムチョソン,South Korea,,
ナムプラー,,,
ナムル,namul,,
ナムロック,NumLock,,
ナメクジ,slug,,
ナメクジウオ,lancelet,amphioxus,
ナメコ,nameko,,
ナメタガレイ,slime flounder,,
ナメラサギソウ,Habenaria longitentaculata,,
ナメラハギ,chronixis surgeonfish,,
ナユタケ,Simon bamboo,any thin, but flexible bamboo,
ナヨタケ,Simon bamboo,any thin, but flexible bamboo,
ナラシ,running-in,breaking in,accustomizing
ナラタケ,honey fungus,honey mushroom,
ナラタージュ,narratage,,
ナラティブ,narrative,story,
ナラティヴ,narrative,story,
ナラトロジー,narratology,,
ナリシングクリーム,nourishing cream,,
ナリッシュ,nourish,,
ナリッシュメント,nourishment,,
ナリヤラン,bamboo orchid,,
ナリーグ,National League,,
ナル,narcissistic,,
ナルキッソス,Narcissus,,
ナルコチン,narcotine,,
ナルコユリ,Solomon's seal,Polygonatum falcatum,
ナルコレプシー,narcolepsy,,
ナルシシスト,narcissist,,
ナルシシスム,narcissism,,
ナルシシズム,narcissism,,
ナルシス,Narcissus,,
ナルシスト,narcissist,,
ナルシズム,narcissism,,
ナルシー,narcissist,,
ナルチシズム,narcissism,,
ナルホド,I see,that's right,indeed
ナルポ,null pointer exception,nonsense,rubbish
ナルラー,narcissist,,
ナレ,narration,narrator,
ナレッジ,knowledge,,
ナレッジエンジニア,knowledge engineer,,
ナレッジエンジニアリング,knowledge engineering,,
ナレッジナビゲータ,knowledge navigator,,
ナレッジマネジメント,knowledge management,,
ナレッジマネージメント,knowledge management,,
ナレッジメント,knowledge management,,
ナレーション,narration,,
ナレーター,narrator,,
ナロウバンド,narrow-band,,
ナロー,narrow,,
ナローキャスティング,narrowcasting,,
ナローゲージ,narrow gauge,,
ナローシレエット,narrow silhouette,,
ナロードニキ,Narodniks,19th-century Russian populists,
ナローバンド,narrowband,,
ナワシロイチゴ,native raspberry,,
ナワシログミ,silverthorn,thorny elaeagnus,thorny olive
ナン,naan,nan,flatbread in Central and South Asian cuisine
ナン,not a number,NaN,
ナン,south wind tile,winning hand with a pung,
ナンカイニセツノヒラムシ,Persian carpet flatworm,Bedford's flatworm,
ナンキン,Nanking,Nanjing,pumpkin
ナンキンナナカマド,Sorbus gracilis,,
ナンキンマメ,peanut,,
ナンキンムシ,bed bug,bedbug,
ナンクロ,number crossword,,
ナンジャモンジャ,unusually large tree,,
ナンセンス,nonsense,,
ナンセンスコメディー,nonsense comedy,,
ナンチャ,south player,,
ナンテン,southern sky,heavenly bamboo,nandina
ナンド,NAND,,
ナンバリング,numbering,numbering machine,
ナンバリングマシン,numbering machine,,
ナンバリングマシーン,numbering machine,,
ナンバンハコベ,berry catchfly,Cucubalus baccifer,
ナンバー,number,number plate,license plate
ナンバーエイト,number eight,,
ナンバークロス,number crossword,,
ナンバースクール,,,
ナンバーツー,number two,second in command,
ナンバーディスプレイ,number display,caller ID,
ナンバーディスプレー,number display,caller ID,
ナンバープレイス,sudoku,number place,
ナンバープレース,sudoku,number place,
ナンバープレート,number plate,licence plate,license plate
ナンバーポータビリティー,,,
ナンバーリング,numbering,numbering machine,
ナンバーワン,number one,,
ナンパ,seducer,smooth talker,ladies' man
ナンフ,nymph,,
ナンプラー,,,
ナンプレ,sudoku,,
ナンヨウツバメウオ,orbicular batfish,,
ナンヨウハギ,palette surgeonfish,palette surgeon,blue surgeonfish
ナンヨウマンタ,reef manta ray,,
ナンヨウミドリハゼ,green bubble goby,pepperfin pygmy goby,
ナヴァラン,navarin,,
ナーイ,nay,,
ナーイアス,Naiad,,
ナーサリー,nursery,,
ナーサリーテール,nursery tale,,
ナーサリーライム,nursery rhyme,,
ナーシングホーム,nursing home,,
ナース,nurse,,
ナースエイド,nurse's aide,,
ナースコール,nurse call,a patient's call button in a hospital,
ナースシューズ,comfortable low-heel shoes, suitable for nurses,,
ナースステーション,nurse station,,
ナースハウンド,nursehound,,
ナースハウンドシャーク,nursehound,,
ナースバンク,nurse bank,,
ナード,nerd,,
ナーバス,nervous,,
ナービー,prophet of Islam,,
ナーリング,knurling,ridged pattern usu. on circular or cylindrical objects,
ナール,knurl,,
ナーン,naan,nan,flatbread in Central and South Asian cuisine
ニ,4th in a sequence denoted by the iroha system,4th note in the diatonic scale,
ニアウォーター,soft drink with minute amounts of flavouring, etc.,,
ニアウオーター,soft drink with minute amounts of flavouring, etc.,,
ニアショアリング,nearshoring,,
ニアピン,near pin,closest to pin,close
ニアミス,near-miss,just missing,
ニアービデオオンデマンド,near video on demand,,
ニイタカビャクシン,flaky juniper,Himalayan juniper,
ニエルキオ,Nielluccio,,
ニエルッキオ,Nielluccio,,
ニオ,little grebe,grebe,
ニオイザクラ,cherry tree with fragrant flowers,,
ニオイスミレ,sweet violet,,
ニオイネズミ,muskrat,,
ニオビウム,niobium,,
ニオブ,niobium,,
ニカブ,niqab,,
ニカメイガ,striped stem borer,,
ニカラグア,Nicaragua,,
ニカラグワ,Nicaragua,,
ニカーブ,niqab,,
ニガウリ,bitter melon,bitter gourd,
ニガナ,Ixeris dentata,,
ニガヨモギ,wormwood,absinthium,absinthe wormwood
ニガー,nigger,,
ニキビ,pimple,acne,
ニギス,deepsea smelt,,
ニクズク,common nutmeg,,
ニクソンショック,Nixon shock,,
ニクバエ,flesh fly,,
ニクロム,Nichrome,,
ニグリト,Negrito,,
ニグリロ,Negrillo,,
ニグロ,negro,,
ニグロイド,Negroid,black race,
ニグロスピリチュアル,Negro spiritual,,
ニケツ,riding double,sharing a seat,sharing a chair
ニコイチ,combining the working parts of two or more broken machines to make one functioning machine,manufacturing one part out of multiple different parts,
ニコチン,nicotine,,
ニコチンアミドアデニンジヌクレオチド,nicotinamide adenine dinucleotide,,
ニコチンアミドアデニンジヌクレオチドホスフェート,nicotinamide adenine dinucleotidephosphate,,
ニコチンガム,nicotine gum,,
ニコチンキャンディー,nicotine lollipop,,
ニコチンパッチ,nicotine patch,,
ニコニコ,with a friendly grin,smilingly,
ニコメ,200 metre individual medley,,
ニコヨン,day laborer,,
ニコラ,NICOLA,,
ニコリ,sweetly,broadly,
ニコルプリズム,Nicol prism,,
ニゴイ,Hemibarbus barbus,,
ニゴロブナ,Carassius auratus grandoculis,,
ニザダイ,scalpel sawtail,,
ニシ,small spiral-shelled snail,,
ニシイワツバメ,common house martin,,
ニシオオチドリ,Caspian plover,,
ニシオオノスリ,long-legged buzzard,,
ニシキアナゴ,splendid garden eel,orange-barred garden eel,
ニシキウズガイ,maculated top shell,,
ニシキギ,winged spindle-tree,burning bush,winged euonymus
ニシキテグリ,mandarinfish,,
ニシキヘビ,python,rock snake,
ニシキベラ,Thalassoma cupido,,
ニシコクマルガラス,Eurasian jackdaw,,
ニシゴリラ,western gorilla,,
ニシジェントルキツネザル,western lesser bamboo lemur,northern bamboo lemur,western gentle lemur
ニシツノメドリ,Atlantic puffin,,
ニシツバメチドリ,collared pratincole,common pratincole,
ニシテングギンザメ,straightnose rabbitfish,Atlantic knife-nose chimaera,spearnose chimaera
ニシネズミザメ,porbeagle,,
ニシブッポウソウ,European roller,,
ニシモウカサメ,porbeagle,,
ニシレモンザメ,lemon shark,,
ニシン,Pacific herring,,
ニジェール,Niger,,
ニジギンザメ,Hydrolagus eidolon,,
ニジハギ,lined surgeonfish,clown surgeonfish,blue banded surgeonfish
ニジマス,rainbow trout,,
ニジュウヤホシテントウ,28-spotted ladybird,,
ニジョウサバ,double-lined mackerel,,
ニス,varnish,,
ニセアカシア,black locust,robinia pseudoacacia,
ニセカンランハギ,eyestripe surgeonfish,palani,Dussumier's surgeonfish
ニセクロスジイソハゼ,comet pygmy goby,,
ニセクロスジギンポ,sabre-toothed blenny,,
ニセフウライチョウチョウウオ,lined butterflyfish,,
ニセフクロモモンガ,feathertail possum,feather-tailed possum,
ニセマツタケ,Tricholoma fulvocastaneum,,
ニセメンフクロウ,Oriental bay owl,,
ニセモノ,spurious article,forgery,counterfeit
ニセモン,spurious article,forgery,counterfeit
ニタァ,with a grin,showing a devilish smile,
ニタァー,with a grin,showing a devilish smile,
ニタニタ,with a broad grin,smirking,
ニタリ,pelagic thresher,,
ニタリクジラ,Bryde's whale,,
ニダ,be,is,
ニチニチソウ,Madagascar periwinkle,,
ニッカ,knickerbockers,,
ニッカズボン,knickerbockers,,
ニッカド,nickel cadmium,,
ニッカドバッテリ,nickel-cadmium battery,,
ニッカボッカ,knickerbockers,,
ニッカー,knickerbockers,,
ニッカーズ,knickers,,
ニッカーズボン,knickerbockers,,
ニッカーボッカー,knickerbockers,,
ニッカーボッカーズ,knickerbockers,,
ニック,nick,NIC,
ニックネーム,nickname,,
ニッケイ,cinnamon,cinnamon tree,
ニッケル,nickel,,
ニッケルカドミウム,nickel-cadmium,,
ニッケルカドミウムバッテリ,nickel-cadmium battery,,
ニッケルメッキ,nickel plate,nickel plating,
ニッコウキスゲ,day lily,orange-yellow day lily,Nikko day lily
ニッコリ,sweetly,broadly,
ニッチ,niche,,
ニッティング,knitting,,
ニット,knit,knitted fabric,knitted garments
ニットウェア,knitwear,,
ニットウエア,knitwear,,
ニットキャップ,knit cap,woollen hat,
ニットタイ,knit tie,knitted tie,knitted necktie
ニッパ,nippers,diagonal pliers,wire cutters
ニッパー,nippers,diagonal pliers,wire cutters
ニップレス,pasties,adhesive nipple covering,
ニトリル,nitrile,,
ニトロ,nitro-,nitroglycerin,
ニトログリセリン,nitroglycerin,,
ニトロセルロース,nitrocellulose,,
ニトロソアミン,nitrosamine,,
ニトロベンゼン,nitrobenzene,,
ニヒリスティック,nihilistic,,
ニヒリスト,nihilist,,
ニヒリズム,nihilism,,
ニヒル,nihilistic,nihility,
ニブヒ,Nivkh,,
ニブフ,Nivkh,,
ニブル,nibble,nybble,nyble
ニプレス,pasties,adhesive nipple covering,
ニベ,drum,croaker,Nibe croaker
ニホニウム,nihonium,,
ニホンアカガエル,Japanese brown frog,,
ニホンアナグマ,Japanese badger,,
ニホンイシガメ,Japanese pond turtle,,
ニホンイタチ,Japanese weasel,,
ニホンイモリ,Japanese fire belly newt,,
ニホンウズラ,Japanese quail,,
ニホンオオカミ,Japanese wolf,,
ニホンカモシカ,Japanese serow,,
ニホンカワウソ,Japanese river otter,,
ニホンザリガニ,Japanese crayfish,,
ニホンザル,Japanese macaque,,
ニホンジカ,sika deer,sika,spotted deer
ニホンジネズミ,Dsinezumi shrew,Japanese white-toothed shrew,
ニホントウキ,dong dang gui,,
ニホンヘラザメ,Japanese catshark,,
ニホンマムシ,Japanese copperhead,mamushi pit-viper,
ニホンヤモリ,Schlegel's Japanese gecko,Japanese gecko,
ニホンヤモリザメ,broadfin sawtail catshark,,
ニホンリス,Japanese squirrel,,
ニムダ,NIMDA,,
ニモニック,Nimonic,nickel-chromium alloy,
ニャニャ,meow,miaow,cat
ニャン,meow,miaow,cat
ニャンニャン,Niangniang,Chinese goddess,
ニャンニャン,meow,miaow,cat
ニャーン,meow,miaow,cat
ニヤッ,smirkingly,broadly,
ニヤニヤ,grinning,smirking,
ニヤリ,meaningfully,suggestively,broadly
ニュアンス,nuance,,
ニュウナイスズメ,russet sparrow,cinnamon sparrow,
ニュクリアス,nucleus,,
ニュルリ,with a wriggle,in a slithering motion,in a squiggle
ニュー,new,,
ニュー,nu,,
ニューアカ,new academism,,
ニューアカデミズム,new academism,,
ニューアダルト,person recently turned 20,,
ニューアーバニズム,new urbanism,,
ニューウェーブ,new wave,,
ニューウェーヴ,new wave,,
ニューウエーブ,new wave,,
ニューエイジ,New Age,,
ニューエコノミー,New Economy,,
ニューエージ,New Age,,
ニューオープン,newly opened,,
ニューカマー,newcomer,,
ニューカレドニア,New Caledonia,,
ニューギニア,New Guinea,,
ニューギニアンシンギングドッグ,New Guinea singing dog,,
ニューク,nuke,,
ニュークリア,nuclear,,
ニュークリアファミリー,nuclear family,,
ニュークレア,nuclear,,
ニューコアラ,NewCOARA,,
ニューサウスウェールズ,New South Wales,,
ニューサンス,nuisance,,
ニューシティー,new city,,
ニューシネマ,new cinema,,
ニューシングル,new single,person of marriageable age who remains single,
ニュージェネレーション,new generation,,
ニュージャズ,new jazz,,
ニュージャージー,New Jersey,,
ニュージャーナリズム,new journalism,,
ニュージランド,New Zealand,,
ニュージー,New Zealand,,
ニュージーランド,New Zealand,,
ニュージーランドオウギハクジラ,Hector's beaked whale,,
ニュージーランドオオウナギ,New Zealand longfin eel,,
ニュージーランドチドリ,New Zealand dotterel,New Zealand plover,red-breasted plover
ニュージーランドナヌカザメ,draughtsboard shark,,
ニュージーランドホシザメ,spotted estuary smooth-hound,,
ニュージーランドミナミアユ,New Zealand grayling,,
ニュース,news,,
ニュースアナリスト,news analyst,,
ニュースウォッチャー,NewsWatcher,,
ニュースエージェント,NewsAgent,,
ニュースオンデマンド,news on demand,,
ニュースキャスター,newscaster,,
ニュースクライアント,news client,,
ニュースグループ,NG,news group,
ニュースサイト,news website,news site,
ニュースサーバー,news-server,,
